225,3513.38,666.03,41.88999999999990,100.56000000000000,3478.92,541.75,22.790000000000000,49.610000000000000,4192.31,770.8,49.60999999999970,113.93000000000000,4211.31,731.78,43.099999999999500,96.59000000000010,3858.23,635.09,40.5300000000002,67.64000000000000,3903.64,577.92,25.09999999999990,59.85000000000000,4060.24,565.61,31.350000000000400,47.319999999999900,4264.99,629.84,44.94000000000050,72.75,3894.2,518.55,19.19000000000010,37.770000000000100,3601.01,508.43,17.549999999999700,34.04000000000000,3949.62,896.31,67.59999999999990,97.45000000000010,4081.59,818.64,61.60999999999970,130.23000000000000,3642.44,662.23,46.34000000000020,81.07999999999990,4127.93,611.24,39.1899999999996,72.12,3461.41,624.05,38.05000000000020,73.48000000000000,2911.34,693.47,46.82999999999990,91.41000000000000,3216.66,545.4,27.95000000000030,48.59000000000000,3445.67,507.76,20.42999999999980,36.53000000000000,3777.88,550.87,22.73000000000000,49.059999999999900,2777.0,533.27,26.76000000000020,42.24000000000000,3663.7346327683600,978.5023728813560,21.0,15.798700564971800,3988.73,557.81,21.48999999999980,45.510000000000100,4391.17,552.98,19.26000000000020,42.79000000000000
226,3512.16,665.02,41.89000000000030,100.55000000000000,3479.58,541.79,22.790000000000000,49.60000000000000,4197.41,770.45,49.61000000000060,113.93000000000000,4211.45,731.79,43.10000000000040,96.59000000000010,3859.75,635.1,40.54000000000000,67.64000000000000,3903.7,577.79,25.100000000000400,59.85000000000000,4061.51,565.72,31.35999999999970,47.309999999999900,4265.75,629.84,44.93000000000030,72.75,3895.6,518.64,19.19000000000010,37.77000000000000,3601.49,508.53,17.5600000000004,34.04000000000010,3944.72,899.95,67.59000000000020,95.37,4085.53,817.66,61.7800000000002,130.55000000000000,3642.53,661.72,46.32999999999990,81.08999999999990,4128.48,611.39,39.21000000000000,72.24000000000000,3462.05,623.21,37.84999999999990,73.14000000000000,2909.84,693.66,46.82999999999990,91.41000000000010,3216.17,545.34,27.94999999999980,48.58999999999990,3445.97,507.71,20.44000000000010,36.53000000000000,3778.35,550.86,22.73000000000000,49.059999999999900,2777.1,533.3,26.76000000000020,42.24000000000000,3662.8260451977400,978.4401694915250,21.0,15.78062146892660,3989.02,557.89,21.5,45.51000000000000,4391.36,552.88,19.26000000000020,42.80000000000000
227,3510.94,664.0,41.88999999999990,100.56000000000000,3480.25,541.82,22.790000000000000,49.6099999999999,4202.52,770.1,49.599999999999500,113.93000000000000,4211.59,731.79,43.09000000000020,96.60000000000000,3861.28,635.1,40.54000000000000,67.64000000000000,3903.75,577.66,25.09999999999990,59.85000000000000,4062.79,565.83,31.34999999999990,47.309999999999900,4266.5,629.84,44.9399999999996,72.75,3896.99,518.73,19.20000000000030,37.77000000000000,3601.97,508.64,17.5600000000004,34.040000000000000,3939.82,903.59,67.58999999999970,93.29000000000000,4089.47,816.69,61.940000000000100,130.8700000000000,3642.62,661.22,46.32999999999990,81.07999999999990,4129.03,611.54,39.220000000000300,72.37,3462.69,622.37,37.659999999999900,72.81000000000000,2908.34,693.85,46.82999999999990,91.41000000000000,3215.69,545.28,27.94999999999980,48.59000000000000,3446.28,507.65,20.42999999999980,36.54000000000010,3778.81,550.85,22.74000000000020,49.059999999999900,2777.21,533.33,26.759999999999800,42.24000000000000,3661.917457627120,978.3779661016950,21.0,15.762542372881400,3989.31,557.97,21.5,45.51000000000000,4391.55,552.79,19.26000000000020,42.80000000000010
228,3509.71,662.99,41.88999999999990,100.55000000000000,3480.91,541.86,22.790000000000000,49.60000000000000,4207.62,769.75,49.60999999999970,113.92000000000000,4211.73,731.8,43.09000000000020,96.59000000000010,3862.81,635.11,40.54000000000000,67.64000000000000,3903.81,577.53,25.090000000000100,59.85000000000000,4064.07,565.93,31.34999999999990,47.31000000000010,4267.25,629.84,44.9399999999996,72.75,3898.39,518.82,19.20000000000030,37.77000000000000,3602.46,508.74,17.559999999999900,34.040000000000000,3934.91,907.23,67.60000000000040,91.21000000000000,4093.42,815.72,62.10000000000040,131.18000000000000,3642.7,660.71,46.34000000000020,81.08999999999990,4129.57,611.68,39.25,72.5,3463.33,621.53,37.46000000000000,72.47000000000000,2906.83,694.04,46.82999999999990,91.41000000000010,3215.2,545.22,27.95000000000030,48.57999999999990,3446.58,507.6,20.44000000000010,36.53000000000000,3779.28,550.84,22.73999999999980,49.059999999999900,2777.31,533.35,26.76000000000020,42.24000000000000,3661.008870056500,978.3157627118640,21.0,15.744463276836200,3989.61,558.05,21.48999999999980,45.51000000000000,4391.74,552.7,19.26000000000020,42.80000000000000
229,3508.49,661.98,41.89000000000030,100.55000000000000,3481.58,541.89,22.790000000000000,49.610000000000000,4212.72,769.4,49.60999999999970,113.92000000000000,4211.86,731.81,43.10000000000040,96.59000000000010,3864.34,635.11,40.52999999999980,67.64000000000000,3903.86,577.4,25.09999999999990,59.85000000000000,4065.34,566.04,31.35999999999970,47.31000000000010,4268.0,629.84,44.9399999999996,72.75,3899.79,518.91,19.19999999999980,37.77000000000000,3602.94,508.85,17.559999999999900,34.040000000000000,3930.01,910.87,67.58999999999970,89.13,4097.36,814.75,62.26000000000020,131.49,3642.79,660.2,46.34000000000020,81.08999999999990,4130.12,611.83,39.27000000000040,72.63,3463.97,620.69,37.27000000000000,72.13,2905.33,694.23,46.82999999999990,91.40000000000000,3214.71,545.15,27.94999999999980,48.59000000000000,3446.89,507.55,20.43000000000030,36.53000000000000,3779.75,550.83,22.73999999999980,49.059999999999900,2777.41,533.38,26.76000000000020,42.24000000000000,3660.1002824858800,978.2535593220340,21.0,15.726384180791000,3989.9,558.13,21.5,45.5,4391.89,552.67,19.25999999999930,42.80000000000010
230,3507.26,660.96,41.88999999999990,100.55000000000000,3482.24,541.93,22.79000000000040,49.60000000000000,4217.83,769.04,49.60000000000040,113.93000000000000,4212.0,731.82,43.09000000000020,96.58999999999990,3865.87,635.12,40.5300000000002,67.64000000000000,3903.91,577.27,25.100000000000400,59.85000000000000,4066.62,566.14,31.350000000000400,47.32000000000010,4268.76,629.84,44.92999999999940,72.75,3901.19,519.0,19.19999999999980,37.77000000000000,3603.43,508.95,17.559999999999900,34.04000000000000,3924.15,912.56,67.58999999999970,87.44000000000010,4101.3,813.78,62.42999999999940,131.81000000000000,3642.88,659.7,46.32999999999990,81.08999999999990,4130.67,611.98,39.29000000000000,72.75,3464.61,619.85,37.06999999999970,71.79000000000000,2903.83,694.42,46.82999999999990,91.40000000000010,3214.23,545.09,27.94999999999980,48.58999999999990,3447.2,507.49,20.43000000000030,36.53000000000000,3780.22,550.82,22.73000000000000,49.059999999999900,2777.52,533.41,26.76000000000020,42.24000000000000,3659.191694915250,978.1913559322030,21.0,15.708305084745800,3990.19,558.21,21.5,45.5,4392.05,552.64,19.26000000000020,42.80000000000010
231,3506.04,659.95,41.88999999999990,100.55000000000000,3482.9,541.96,22.799999999999700,49.610000000000000,4222.93,768.69,49.599999999999500,113.93000000000000,4212.14,731.82,43.08999999999920,96.59999999999990,3867.4,635.12,40.52999999999980,67.64000000000000,3903.97,577.14,25.100000000000400,59.85000000000000,4067.89,566.25,31.360000000000100,47.309999999999900,4269.51,629.84,44.9399999999996,72.75,3902.13,519.08,19.19999999999980,37.77000000000000,3603.91,509.06,17.559999999999900,34.04000000000000,3918.29,914.26,67.59000000000020,85.74000000000000,4105.24,812.81,62.59000000000020,132.12,3642.97,659.19,46.33000000000040,81.08999999999990,4131.21,612.12,39.31999999999970,72.89000000000000,3465.25,619.01,36.88000000000010,71.45000000000010,2902.33,694.61,46.82999999999990,91.40000000000000,3213.74,545.03,27.95000000000030,48.59000000000000,3447.5,507.44,20.42999999999980,36.53000000000000,3780.69,550.81,22.73000000000000,49.06000000000010,2777.62,533.43,26.76000000000020,42.24000000000000,3658.2831073446300,978.1291525423730,21.0,15.690225988700600,3990.48,558.29,21.5,45.5,4392.21,552.61,19.26000000000020,42.80000000000000
232,3504.82,658.93,41.88999999999990,100.56000000000000,3483.57,542.0,22.790000000000000,49.60000000000000,4228.03,768.34,49.61000000000060,113.93000000000000,4212.27,731.83,43.099999999999500,96.58999999999990,3868.93,635.13,40.5300000000002,67.64000000000000,3904.02,577.01,25.09999999999990,59.85000000000000,4069.17,566.35,31.35999999999970,47.319999999999900,4270.26,629.84,44.9399999999996,72.75,3903.08,519.17,19.19000000000010,37.770000000000100,3604.4,509.17,17.559999999999900,34.04000000000000,3912.43,915.95,67.59000000000020,84.05000000000000,4109.19,811.84,62.75,132.44000000000000,3643.05,658.69,46.33999999999970,81.07999999999990,4131.76,612.27,39.34000000000020,73.01000000000000,3465.89,618.17,36.68000000000030,71.12,2900.83,694.8,46.82999999999990,91.40000000000010,3213.25,544.97,27.94999999999980,48.57999999999990,3447.81,507.38,20.42999999999980,36.53000000000000,3781.16,550.8,22.73000000000000,49.06000000000010,2777.73,533.46,26.759999999999800,42.24000000000000,3657.3745197740100,978.0669491525420,21.0,15.672146892655400,3990.78,558.37,21.5,45.5,4392.36,552.58,19.26000000000020,42.79000000000000
233,3503.59,657.92,41.88999999999990,100.55000000000000,3484.23,542.03,22.800000000000200,49.610000000000000,4233.13,767.99,49.60999999999970,113.93000000000000,4212.41,731.84,43.09000000000020,96.58999999999990,3870.46,635.13,40.52999999999980,67.64000000000000,3904.07,576.88,25.09999999999990,59.85000000000000,4070.45,566.46,31.350000000000400,47.309999999999900,4271.01,629.84,44.9399999999996,72.75,3904.02,519.26,19.19000000000010,37.77000000000000,3604.88,509.27,17.559999999999900,34.040000000000000,3906.56,917.64,67.59999999999990,82.36000000000000,4113.13,810.87,62.909999999999900,132.75,3643.14,658.18,46.34000000000020,81.09000000000000,4132.3,612.42,39.36999999999990,73.14000000000000,3466.53,617.33,36.48999999999980,70.78000000000000,2899.32,694.99,46.83999999999970,91.40000000000000,3212.77,544.9,27.94999999999980,48.59000000000000,3448.11,507.33,20.42999999999980,36.53000000000000,3781.63,550.79,22.73000000000000,49.06000000000010,2777.83,533.49,26.76000000000020,42.24000000000000,3656.46593220339,978.0047457627120,21.0,15.654067796610200,3991.07,558.44,21.5,45.51000000000000,4392.52,552.55,19.25999999999930,42.79000000000010
234,3502.37,656.9,41.89000000000030,100.56000000000000,3484.9,542.07,22.790000000000000,49.59999999999990,4238.24,767.64,49.60000000000040,113.93000000000000,4212.55,731.85,43.09000000000020,96.59000000000010,3871.99,635.14,40.5300000000002,67.64000000000000,3904.13,576.76,25.09999999999990,59.85000000000000,4071.72,566.57,31.360000000000100,47.309999999999900,4271.46,629.94,44.9399999999996,72.75,3904.96,519.35,19.19000000000010,37.77000000000000,3605.37,509.38,17.559999999999900,34.040000000000000,3900.7,919.33,67.59000000000020,80.67000000000000,4117.07,809.9,63.07999999999990,133.07000000000000,3643.23,657.68,46.32999999999990,81.08000000000000,4132.85,612.57,39.38999999999940,73.26000000000000,3467.17,616.49,36.29000000000000,70.43999999999990,2897.82,695.18,46.82999999999990,91.40000000000010,3212.28,544.84,27.94999999999980,48.58999999999990,3448.54,507.13,20.42999999999980,36.53000000000000,3782.1,550.78,22.73000000000000,49.06000000000010,2777.94,533.52,26.759999999999800,42.24000000000000,3655.5573446327700,977.9425423728810,21.0,15.635988700565000,3991.36,558.52,21.5,45.51000000000000,4392.68,552.52,19.25999999999930,42.79000000000000
235,3501.14,655.89,41.89000000000030,100.55000000000000,3485.56,542.1,22.800000000000200,49.610000000000000,4243.34,767.29,49.60999999999970,113.92000000000000,4212.68,731.86,43.099999999999500,96.59000000000010,3873.52,635.14,40.5300000000002,67.64000000000000,3904.18,576.63,25.100000000000400,59.85000000000000,4073.0,566.67,31.35999999999970,47.32000000000010,4271.91,630.04,44.94000000000050,72.75,3905.9,519.44,19.19999999999980,37.77000000000000,3605.85,509.48,17.559999999999900,34.040000000000000,3894.84,921.03,67.58999999999970,78.97000000000000,4121.01,808.92,63.25,133.39,3643.32,657.17,46.32999999999990,81.09000000000000,4133.4,612.71,39.41000000000080,73.40000000000000,3467.81,615.65,36.09999999999990,70.10000000000000,2896.32,695.37,46.82999999999990,91.40000000000000,3211.79,544.78,27.94999999999980,48.59000000000000,3448.96,506.93,20.44000000000010,36.53000000000000,3782.57,550.77,22.73000000000000,49.06000000000010,2778.04,533.54,26.76000000000020,42.24000000000000,3654.648757062150,977.8803389830510,21.0,15.617909604519800,3991.66,558.6,21.5,45.51000000000000,4392.83,552.49,19.26000000000020,42.79000000000000
236,3501.36,655.25,41.88999999999990,100.56000000000000,3486.23,542.14,22.790000000000000,49.610000000000000,4248.44,766.94,49.61000000000060,113.92000000000000,4212.82,731.86,43.09000000000020,96.59000000000010,3875.05,635.15,40.52999999999980,67.64000000000000,3904.24,576.5,25.090000000000100,59.85000000000000,4074.28,566.78,31.34999999999990,47.31000000000010,4272.36,630.13,44.94000000000050,72.76000000000000,3906.84,519.53,19.19999999999980,37.77000000000000,3606.34,509.59,17.559999999999900,34.04000000000000,3888.98,922.72,67.59000000000020,77.28000000000000,4124.96,807.95,63.39999999999960,133.71000000000000,3643.4,656.66,46.33999999999970,81.09000000000000,4133.94,612.86,39.44000000000050,73.52000000000000,3468.46,614.81,35.88999999999990,69.7600000000001,2894.82,695.56,46.82999999999990,91.40000000000010,3211.31,544.72,27.95000000000030,48.58999999999990,3449.39,506.73,20.43000000000030,36.53000000000000,3783.03,550.76,22.73999999999980,49.06000000000010,2778.14,533.57,26.76000000000020,42.239999999999900,3653.7401694915300,977.8181355932200,21.0,15.599830508474600,3991.95,558.68,21.5,45.510000000000100,4392.99,552.46,19.26000000000020,42.79000000000000
237,3501.57,654.62,41.88999999999990,100.56000000000000,3486.89,542.17,22.790000000000000,49.610000000000000,4253.55,766.59,49.599999999999500,113.92000000000000,4212.96,731.87,43.09000000000020,96.59000000000010,3876.58,635.15,40.5300000000002,67.64000000000000,3904.29,576.37,25.09999999999990,59.85000000000000,4074.5,566.76,31.350000000000400,47.430000000000100,4272.81,630.23,44.9399999999996,72.76000000000000,3907.79,519.62,19.19000000000010,37.77000000000000,3606.82,509.69,17.559999999999900,34.04000000000000,3883.12,924.41,67.59000000000020,75.59000000000000,4128.9,806.98,63.57000000000060,134.02000000000000,3643.49,656.16,46.34000000000020,81.09000000000000,4134.49,613.01,39.46000000000000,73.65000000000000,3469.1,613.97,35.70000000000030,69.43000000000000,2893.32,695.75,46.82999999999990,91.40000000000000,3210.82,544.66,27.94999999999980,48.58000000000000,3449.82,506.53,20.42999999999980,36.53000000000000,3783.5,550.74,22.73999999999980,49.069999999999900,2778.25,533.6,26.76000000000020,42.24000000000000,3652.831581920900,977.7559322033900,21.0,15.5817514124294,3992.24,558.76,21.5,45.51000000000000,4393.15,552.42,19.26000000000020,42.80000000000010
238,3501.78,653.99,41.88999999999990,100.55000000000000,3487.56,542.21,22.790000000000000,49.610000000000000,4258.65,766.23,49.60000000000040,113.93000000000000,4213.09,731.88,43.099999999999500,96.59000000000010,3878.1,635.16,40.54000000000000,67.64000000000000,3904.34,576.24,25.09999999999990,59.85000000000000,4074.72,566.74,31.3400000000006,47.54000000000000,4273.26,630.33,44.9399999999996,72.76000000000000,3908.73,519.71,19.19000000000010,37.76000000000000,3607.31,509.8,17.559999999999900,34.04000000000000,3877.26,926.1,67.58999999999970,73.90000000000000,4132.1,805.84,63.31999999999970,133.52000000000000,3643.58,655.65,46.32999999999990,81.09000000000000,4135.03,613.16,39.49000000000070,73.77000000000000,3469.74,613.13,35.5,69.09000000000000,2891.82,695.94,46.82999999999990,91.40000000000000,3210.34,544.59,27.94000000000010,48.58999999999990,3450.24,506.33,20.44000000000010,36.53000000000000,3783.97,550.73,22.73000000000000,49.069999999999900,2778.35,533.62,26.76000000000020,42.24000000000000,3651.9229943502800,977.6937288135590,21.0,15.563672316384200,3992.54,558.84,21.5,45.51000000000000,4393.31,552.39,19.25,42.80000000000010
239,3501.99,653.36,41.89000000000030,100.55000000000000,3488.22,542.24,22.79000000000040,49.610000000000000,4262.39,765.66,49.60999999999970,113.93000000000000,4213.23,731.89,43.09000000000020,96.59000000000010,3879.63,635.16,40.54000000000000,67.64000000000000,3904.4,576.11,25.08999999999970,59.85000000000000,4074.94,566.73,31.330000000000400,47.65000000000000,4273.71,630.43,44.9399999999996,72.7600000000001,3909.67,519.79,19.19999999999980,37.77000000000000,3607.79,509.9,17.559999999999900,34.04000000000010,3871.39,927.79,67.59999999999990,72.21000000000000,4135.3,804.69,63.06999999999970,133.02000000000000,3643.67,655.15,46.32999999999990,81.08000000000000,4135.58,613.3,39.51000000000020,73.91000000000010,3470.38,612.29,35.309999999999900,68.75,2890.31,696.12,46.82999999999990,91.41000000000000,3209.85,544.53,27.95000000000030,48.59000000000000,3450.67,506.13,20.42999999999980,36.53000000000000,3784.44,550.72,22.73000000000000,49.069999999999900,2778.46,533.65,26.759999999999800,42.24000000000000,3651.014406779660,977.6315254237290,21.0,15.545593220339000,3992.83,558.92,21.5,45.51000000000000,4393.46,552.36,19.26000000000020,42.80000000000000
